,AUC,Accuracy,BA,Kappa,MCC,Sensitivity,Specificity,cv,data,f1_score,pr_auc,prediction_time,roc_auc,train_time
208,0.2679640718562874,0.9428571428571428,0.7320359281437125,0.4147157190635451,0.4175865367751706,0.5,0.9640718562874252,8.0,Symbols,0.9698795180722892,0.996689944639475,6.794929504394531e-05,0.9326347305389222,15.679429292678831
209,0.092440119760479,0.9371428571428572,0.9075598802395208,0.5308310991957106,0.5748726490334446,0.875,0.940119760479042,9.0,Symbols,0.966153846153846,0.9973364271311184,6.961822509765625e-05,0.9446107784431136,15.63062310218811
210,0.2714285714285714,0.8707482993197279,0.7285714285714285,0.2428842504743833,0.2839540830131564,0.5714285714285714,0.8857142857142857,0.0,ToeSegmentation1,0.9288389513108616,0.994736237118264,7.510185241699219e-05,0.8969387755102041,7.365471601486206
211,0.475,0.8707482993197279,0.525,0.0338983050847457,0.0362738125055005,0.1428571428571428,0.9071428571428573,1.0,ToeSegmentation1,0.9304029304029304,0.9860789383994466,7.581710815429688e-05,0.760204081632653,7.237109899520874
212,0.35,0.8503401360544217,0.65,0.1538461538461538,0.1825741858350553,0.4285714285714285,0.8714285714285714,2.0,ToeSegmentation1,0.9172932330827068,0.9927535515645104,7.963180541992188e-05,0.8622448979591837,7.292006731033325
213,0.425,0.8367346938775511,0.575,0.0769230769230768,0.0912870929175276,0.2857142857142857,0.8642857142857143,3.0,ToeSegmentation1,0.9097744360902256,0.9919452849583712,8.20159912109375e-05,0.8469387755102041,7.397212266921997
214,0.3321428571428571,0.8843537414965986,0.6678571428571428,0.2084257206208425,0.2295552453920905,0.4285714285714285,0.9071428571428573,4.0,ToeSegmentation1,0.9372693726937268,0.9720261112478794,7.534027099609375e-05,0.7806122448979591,7.364227533340454
215,0.2107142857142857,0.8571428571428571,0.7892857142857144,0.2686567164179104,0.3333587388692365,0.7142857142857143,0.8642857142857143,5.0,ToeSegmentation1,0.9201520912547528,0.9887997535543928,7.724761962890625e-05,0.8397959183673469,7.3430869579315186
216,0.4892857142857142,0.8435374149659864,0.5107142857142857,0.0122699386503066,0.0139211511597426,0.1428571428571428,0.8785714285714286,6.0,ToeSegmentation1,0.9144981412639406,0.95821982963987,8.559226989746094e-05,0.5836734693877552,7.416985511779785
217,0.3571428571428571,0.8367346938775511,0.6428571428571428,0.136986301369863,0.1674828077254213,0.4285714285714285,0.8571428571428571,7.0,ToeSegmentation1,0.909090909090909,0.9767821919082472,7.62939453125e-05,0.7438775510204081,7.505799055099487
218,0.475,0.8707482993197279,0.525,0.0338983050847457,0.0362738125055005,0.1428571428571428,0.9071428571428573,8.0,ToeSegmentation1,0.9304029304029304,0.977843401349018,7.581710815429688e-05,0.7357142857142857,7.487448692321777
219,0.4857142857142857,0.8503401360544217,0.5142857142857142,0.0170212765957445,0.0190260597661797,0.1428571428571428,0.8857142857142857,9.0,ToeSegmentation1,0.9185185185185184,0.9805167492699824,0.0001404285430908,0.7326530612244898,7.5724778175354
220,0.3897849462365591,0.8615384615384616,0.6102150537634409,0.1229385307346327,0.1407812974193479,0.3333333333333333,0.8870967741935484,0.0,ToeSegmentation2,0.9243697478991596,0.9753989859234612,7.462501525878906e-05,0.685483870967742,7.954475164413452
221,0.3064516129032258,0.8692307692307693,0.6935483870967742,0.2067480258435031,0.2409030716623536,0.5,0.8870967741935484,1.0,ToeSegmentation2,0.9282700421940928,0.9880490949839827,6.747245788574219e-05,0.7983870967741935,7.973027944564819
222,0.521505376344086,0.7615384615384615,0.4784946236559139,-0.0161371659102369,-0.0222465677269104,0.1666666666666666,0.7903225806451613,2.0,ToeSegmentation2,0.8634361233480176,0.973590023677745,7.295608520507812e-05,0.646505376344086,7.839026927947998
223,0.4260752688172042,0.7923076923076923,0.5739247311827957,0.0589812332439678,0.0787121116358668,0.3333333333333333,0.8145161290322581,3.0,ToeSegmentation2,0.8820960698689957,0.9893846866155253,7.104873657226562e-05,0.7983870967741936,7.802286624908447
224,0.2553763440860214,0.8153846153846154,0.7446236559139785,0.1891891891891892,0.2566324512873682,0.6666666666666666,0.8225806451612904,4.0,ToeSegmentation2,0.8947368421052632,0.9915439529572786,8.177757263183594e-05,0.842741935483871,7.85574460029602
225,0.3427419354838709,0.8,0.657258064516129,0.1216216216216217,0.1649780043990224,0.5,0.8145161290322581,5.0,ToeSegmentation2,0.8859649122807017,0.9855313172051364,7.677078247070312e-05,0.7459677419354839,8.01218295097351
226,0.4489247311827957,0.9,0.5510752688172043,0.0825190010857762,0.0844331874365367,0.1666666666666666,0.935483870967742,6.0,ToeSegmentation2,0.946938775510204,0.9901079582065652,7.796287536621094e-05,0.8145161290322581,7.987344741821289
227,0.521505376344086,0.7615384615384615,0.4784946236559139,-0.0161371659102369,-0.0222465677269104,0.1666666666666666,0.7903225806451613,7.0,ToeSegmentation2,0.8634361233480176,0.9879617967580242,7.987022399902344e-05,0.7715053763440861,7.992874145507812
228,0.3266129032258064,0.8307692307692308,0.6733870967741935,0.1528436018957346,0.1940483793848078,0.5,0.8467741935483871,8.0,ToeSegmentation2,0.9051724137931034,0.9929353780311756,7.796287536621094e-05,0.8615591397849462,8.223028421401978
229,0.3185483870967742,0.8461538461538461,0.6814516129032258,0.1719745222929936,0.2110405723247438,0.5,0.8629032258064516,9.0,ToeSegmentation2,0.9145299145299146,0.9928670195229604,7.152557373046875e-05,0.8682795698924731,8.174829721450806
240,0.3355995410212277,0.9328968903436988,0.6644004589787722,0.3139155917070633,0.3143119013217655,0.3666666666666666,0.9621342512908778,0.0,TwoLeadECG,0.9646246764452112,0.9872409187037936,0.000307559967041,0.8201376936316694,64.42168426513672
241,0.2979632816982214,0.944353518821604,0.7020367183017786,0.4040734366035571,0.4040734366035571,0.4333333333333333,0.9707401032702238,1.0,TwoLeadECG,0.9707401032702238,0.989432977784719,0.0003321170806884,0.8560527825588067,66.0124614238739
242,0.2821572002294893,0.944353518821604,0.7178427997705106,0.4223346866136477,0.4225787248013233,0.4666666666666667,0.9690189328743546,2.0,TwoLeadECG,0.9706896551724138,0.985261619085488,0.0004858970642089,0.8284566838783707,66.503182888031
243,0.3163511187607573,0.939443535188216,0.6836488812392427,0.3615825590918076,0.3616363960485881,0.4,0.9672977624784854,3.0,TwoLeadECG,0.9681309216192936,0.9942727596537586,0.0003371238708496,0.9007458405048768,64.16006994247437
244,0.2804360298336202,0.9476268412438624,0.7195639701663799,0.4391279403327596,0.4391279403327596,0.4666666666666667,0.9724612736660928,4.0,TwoLeadECG,0.9724612736660928,0.9872966637425252,0.0004513263702392,0.8262191623637407,65.58922600746155
245,0.3505450372920252,0.9345335515548282,0.6494549627079748,0.2989099254159495,0.2989099254159495,0.3333333333333333,0.965576592082616,5.0,TwoLeadECG,0.965576592082616,0.9901261871591656,0.0003914833068847,0.8567412507171543,65.3075590133667
246,0.3522662076878944,0.9312602291325696,0.6477337923121056,0.2864134364050942,0.2865789350443528,0.3333333333333333,0.9621342512908778,6.0,TwoLeadECG,0.9637931034482756,0.9852816742919251,0.0004339218139648,0.823407917383821,66.08322882652283
247,0.3146299483648881,0.9427168576104746,0.6853700516351119,0.376694161881722,0.3767539105888423,0.4,0.9707401032702238,7.0,TwoLeadECG,0.9699054170249356,0.9906084215077812,0.0004246234893798,0.8631095811818704,65.13474297523499
248,0.298823866896156,0.9427168576104746,0.701176133103844,0.3960916099517099,0.3961505850497889,0.4333333333333333,0.9690189328743546,8.0,TwoLeadECG,0.9698535745047372,0.9910398441909924,0.0004303455352783,0.8758462421113025,65.62586259841919
249,0.3172117039586919,0.9378068739770868,0.6827882960413081,0.354374061509371,0.3545788299228381,0.4,0.965576592082616,9.0,TwoLeadECG,0.9672413793103448,0.9932188742694,0.0003235340118408,0.8904761904761905,64.70539402961731
250,0.3535697549872807,0.933659839715049,0.6464302450127193,0.2949398077725293,0.2949489805532056,0.3273809523809524,0.965479537644486,0.0,Wafer,0.9651026621906472,0.9832702140677112,0.0653822422027587,0.7699942168370003,9455.723903179169
251,0.3415087918953898,0.9351439596319384,0.6584912081046101,0.3165361020005988,0.3165364891355086,0.3511904761904761,0.965791940018744,1.0,Wafer,0.9658673748340232,0.9742966271489896,0.074631929397583,0.7276692737388614,9499.656839132307
252,0.3552921520060695,0.9330661917482932,0.6447078479939304,0.2906451201765848,0.2906483557915787,0.3244047619047619,0.965010934083099,2.0,Wafer,0.9647848832669634,0.9833723224321196,0.0657746791839599,0.7761706721113939,9434.898066520693
253,0.3400987972508591,0.9351439596319384,0.6599012027491409,0.3184553445074487,0.318458830239062,0.3541666666666667,0.9656357388316152,3.0,Wafer,0.9658620420279664,0.9764229212863604,0.0721428394317627,0.7403954865295072,9498.095363616943
254,0.345738775828982,0.9351439596319384,0.654261224171018,0.3107129664353363,0.3107226297694108,0.3422619047619047,0.9662605435801312,4.0,Wafer,0.9658833632602076,0.9731047612380156,0.0614740848541259,0.7275405007363771,9473.48693871498
255,0.3458168764225465,0.9349955476402492,0.6541831235774535,0.3101152907514938,0.3101214457919846,0.3422619047619047,0.966104342393002,5.0,Wafer,0.9658026233603996,0.9843217833446208,0.0647664070129394,0.7810886850835306,9440.026610851288
256,0.3505935645110902,0.9339566636984268,0.6494064354889098,0.3000822139214639,0.30008555459517,0.3333333333333333,0.965479537644486,6.0,Wafer,0.9652533770594208,0.984801405208946,0.0695765018463134,0.7859360356138707,9459.360299825668
257,0.355370252599634,0.9329177797566044,0.6446297474003659,0.2900775102726984,0.2900789414461396,0.3244047619047619,0.96485473289597,7.0,Wafer,0.9647040449789162,0.9815651310367592,0.0693466663360595,0.747485439817914,9484.420989990234
258,0.3432311889141786,0.9345503116651824,0.6567688110858214,0.3122169494914986,0.3122203669392187,0.3482142857142857,0.9653233364573572,8.0,Wafer,0.965549566440122,0.9831031515305124,0.0622713565826416,0.7801338123503071,9396.679359912872
259,0.3429187865399206,0.9351439596319384,0.6570812134600794,0.3146060197231056,0.3146064066737118,0.3482142857142857,0.9659481412058732,9.0,Wafer,0.9658727059742288,0.9772082364024484,0.0640974044799804,0.7314566876422547,9427.342722177504
260,0.4298245614035088,0.7833333333333333,0.5701754385964912,0.0579710144927536,0.0764719112901872,0.3333333333333333,0.8070175438596491,0.0,Wine,0.8761904761904762,0.9687930799160334,5.030632019042969e-05,0.5906432748538012,1.180044651031494
261,0.5789473684210527,0.8,0.4210526315789473,-0.0810810810810809,-0.0963738849304853,0.0,0.8421052631578947,1.0,Wine,0.8888888888888888,0.9439038753373504,4.100799560546875e-05,0.3742690058479532,1.1512653827667236
262,0.5526315789473684,0.85,0.4473684210526316,-0.0714285714285714,-0.0764719112901872,0.0,0.8947368421052632,2.0,Wine,0.918918918918919,0.877789576564563,3.8623809814453125e-05,0.2807017543859649,1.1750364303588867
263,0.3859649122807017,0.8666666666666667,0.6140350877192983,0.1397849462365592,0.1548387287451727,0.3333333333333333,0.8947368421052632,3.0,Wine,0.9272727272727272,0.9614542506488508,3.8623809814453125e-05,0.6140350877192983,1.1515672206878662
264,0.543859649122807,0.8666666666666667,0.4561403508771929,-0.0666666666666666,-0.0691714463866074,0.0,0.912280701754386,4.0,Wine,0.9285714285714284,0.8887426588963125,3.671646118164063e-05,0.1754385964912281,1.1630940437316897
265,0.5877192982456141,0.7833333333333333,0.4122807017543859,-0.0833333333333332,-0.1025978352085154,0.0,0.8245614035087719,5.0,Wine,0.8785046728971964,0.9585295687694028,3.600120544433594e-05,0.5029239766081872,1.1593763828277588
266,0.4561403508771929,0.7333333333333333,0.543859649122807,0.0303030303030302,0.0441510785688347,0.3333333333333333,0.7543859649122807,6.0,Wine,0.8431372549019609,0.9517343441614368,4.267692565917969e-05,0.5438596491228069,1.1753087043762207
267,0.6052631578947368,0.75,0.3947368421052631,-0.0869565217391303,-0.1147078669352808,0.0,0.7894736842105263,7.0,Wine,0.8571428571428572,0.9299557426325216,3.695487976074219e-05,0.2748538011695907,1.1771888732910156
268,0.219298245614035,0.8833333333333333,0.7807017543859649,0.3137254901960784,0.359937016532678,0.6666666666666666,0.8947368421052632,8.0,Wine,0.9357798165137614,0.9467090588898136,4.00543212890625e-05,0.6549707602339182,1.1919066905975342
269,0.5789473684210527,0.8,0.4210526315789473,-0.0810810810810809,-0.0963738849304853,0.0,0.8421052631578947,9.0,Wine,0.8888888888888888,0.8604370626433088,3.4809112548828125e-05,0.0584795321637426,1.1589946746826172
