,AUC,Accuracy,BA,Kappa,MCC,Sensitivity,Specificity,cv,data,f1_score,pr_auc,prediction_time,roc_auc,train_time
11,0.4166666666666667,0.89,0.5833333333333333,0.10423452768729646,0.11412279800291011,0.25,0.9166666666666666,1.0,200,0.9411764705882353,0.9313247942018384,8.940696716308594e-05,0.2766927083333333,43.844247579574585
12,0.553475935828877,0.835,0.446524064171123,-0.08552631578947367,-0.0878880073841073,0.0,0.893048128342246,2.0,200,0.9100817438692099,0.9416703871233907,0.0001087188720703125,0.4607157548334019,44.40390062332153
13,0.4427083333333333,0.84,0.5572916666666667,0.05213270142180093,0.0647103607335641,0.25,0.8645833333333334,3.0,200,0.9120879120879122,0.9507181196995329,0.00010752677917480469,0.3795572916666667,44.34594392776489
14,0.4296817172464841,0.835,0.5703182827535159,0.054441260744985676,0.07238370990814087,0.2857142857142857,0.8549222797927462,4.0,200,0.9090909090909091,0.9470621937448203,0.00010323524475097656,0.37749814951887495,45.634652614593506
15,0.48317893710385174,0.8733333333333333,0.5168210628961483,0.011960478419136611,0.016231313272472375,0.14285714285714285,0.8907849829351536,0.0,300,0.9321428571428572,0.9667352602981931,0.00016808509826660156,0.3213066796684544,94.26053428649902
16,0.5017241379310344,0.87,0.4982758620689655,-0.001712328767123461,-0.0020334992386176116,0.1,0.896551724137931,1.0,300,0.930232558139535,0.9525928628843143,0.0002932548522949219,0.26586206896551723,101.06409883499146
17,0.45579420579420576,0.8433333333333334,0.5442057942057942,0.047811993517017815,0.05545027067294929,0.21428571428571427,0.8741258741258742,2.0,300,0.9140767824497257,0.9475440259182284,0.00016021728515625,0.4652847152847154,92.67342901229858
18,0.549469964664311,0.85,0.450530035335689,-0.07586866432897676,-0.07863679535076992,0.0,0.901060070671378,3.0,300,0.918918918918919,0.9472351615550254,0.0001709461212158203,0.44294325504053217,93.95758867263794
19,0.41981672394043523,0.9166666666666666,0.5801832760595647,0.10071942446043158,0.10966992025589654,0.2222222222222222,0.9381443298969072,4.0,300,0.9562171628721542,0.948504539756102,0.00012803077697753906,0.2184039709812906,92.52047181129456
20,0.4283854166666667,0.8675,0.5716145833333333,0.0766550522648084,0.08882529023711003,0.25,0.8932291666666666,0.0,400,0.9282814614343708,0.9488715984998395,0.00020503997802734375,0.38216145833333326,164.49419116973877
21,0.4515073615330685,0.895,0.5484926384669315,0.04707884288145214,0.0561301882892072,0.18181818181818182,0.9151670951156813,1.0,400,0.9442970822281167,0.9601341188323349,0.00017213821411132812,0.2958635195139051,161.57204151153564
22,0.46398402703117797,0.865,0.536015972968822,0.041618599698287295,0.04691164468090674,0.17647058823529413,0.8955613577023499,2.0,400,0.927027027027027,0.9572734722669263,0.0002257823944091797,0.4853325142067271,162.52248334884644
23,0.5316017316017316,0.84,0.46839826839826837,-0.029352633695215236,-0.03600137338840172,0.06666666666666667,0.8701298701298701,3.0,400,0.9128065395095368,0.949370315604838,0.0002257823944091797,0.2723809523809524,159.44158840179443
24,0.48835197785722523,0.8875,0.5116480221427747,0.021951749619647853,0.021998562426576274,0.08695652173913043,0.9363395225464191,4.0,400,0.9400798934753661,0.9255236267649628,0.0002014636993408203,0.3550916849267674,161.29429078102112
